title,label,stemmed_title
metode penelitian kuantitatif,0,metode teliti kuantitatif
metodologi penelitian pariwisata dan perhotelan di lengkapi studi kasus penelitian dan pembahasan,0,metodologi teliti pariwisata hotel lengkap studi teliti bahas
nondestructive evaluation of food quality,0,nondestructive evaluation of food quality
metodologi penelitian,0,metodologi teliti
metode penelitian kuantitatif untuk administrasi publik dan masalahmasalah sosial,0,metode teliti kuantitatif administrasi publik masalahmasalah sosial
spss komplet untuk mahasiswa,0,spss komplet mahasiswa
metodologi penelitian sosial dan ekonomi,0,metodologi teliti sosial ekonomi
metodologi penelitian kualitatif,0,metodologi teliti kualitatif
reliabilitas dan validitas,0,reliabilitas validitas
aplikasi statistika dalam penelitiankonsep statistika yang lebih komprehensif,0,aplikasi statistika penelitiankonsep statistika komprehensif
metodologi penelitian panduan untuk master dan phd di bidang manajemen,0,metodologi teliti pandu master phd bidang manajemen
metodologi penelitian kualitatif untuk ilmuilmu sosial,0,metodologi teliti kualitatif ilmuilmu sosial
rancangan percobaan teoriaplikasi,0,rancang coba teoriaplikasi
metodologi penelitian kesehatan,0,metodologi teliti sehat
dasardasar metodologi penelitian,0,dasardasar metodologi teliti
metode penelitian kuantitafif kualitatif dan rd,0,metode teliti kuantitafif kualitatif rd
bagaimana menulis tesis,0,tulis tesis
pokokpokok materi metodologi penelitian dan aplikasinya,0,pokokpokok materi metodologi teliti aplikasi
residue number systems,0,residue number systems
analisis perancangan sistem berorientasi objek dengan unified modelling language,0,analisis ancang sistem orientasi objek unified modelling language
pemodelan dan simulasi sistem teori aplikasi dan contoh program dalam bahasa c,0,model simulasi sistem teori aplikasi contoh program bahasa c
simulasi komputer sistem dikrit,0,simulasi komputer sistem dikrit
pengantar teknologi informasi edy sutanta,0,antar teknologi informasi edy sutanta
konsep sistem basis data implementasinya,0,konsep sistem basis data implementasi
pengantar teknologi informasi aji supriyanto,0,antar teknologi informasi aji supriyanto
valuasi bisnis teknologi informasi,0,valuasi bisnis teknologi informasi
memahami sistem informasi,0,paham sistem informasi
sistem informasi manajemen,0,sistem informasi manajemen
sistem informasi konsep dasar analisis desain dan implementasi,0,sistem informasi konsep dasar analisis desain implementasi
sistem informasi manajemen obsesi mengoptimalkan informasi dalam bisnis,0,sistem informasi manajemen obsesi optimal informasi bisnis
sistem multimedia aplikasinya,0,sistem multimedia aplikasi
matriks persamaan linier dan pemrograman linier,0,matriks sama linier pemrograman linier
mengapa esq,0,esq
kamus istilah komputer teknologi informasi komunikasi,0,kamus istilah komputer teknologi informasi komunikasi
chip internet ngebut di indonesia,0,chip internet ngebut indonesia
jurnal ilmiah sistem informasi,0,jurnal ilmiah sistem informasi
perspectives on the use of new information and communication technology ict in the modern economy,0,perspectives on the use of new information and communication technology ict in the modern economy
info komputer eksistensi system k,0,info komputer eksistensi system k
info komputer nasib cloud computing di ,0,info komputer nasib cloud computing
discovering computers menjelajah dunia komputer,0,discovering computers jelajah dunia komputer
discovering computers fundamental menjelajah dunia komputer,0,discovering computers fundamental jelajah dunia komputer
computer science suatu pengantar,0,computer science antar
mengenal hadwaresoftware dan pengelolaan instalasi komputer,0,kenal hadwaresoftware kelola instalasi komputer
langkah mudah menguasai seo terbaru,0,langkah mudah kuasa seo baru
kitab hacker,0,kitab hacker
human systems engineering and design,0,human systems engineering and design
pengolahan sinyal digital dan sistem pemrosesan sinyal,0,olah sinyal digital sistem pemrosesan sinyal
mikrokontroler avr atmega dan pemogramannya dengan bahasa c pada winavr,0,mikrokontroler avr atmega pemogramannya bahasa c winavr
desain popart untuk orang awam,0,desain popart orang awam
 langkah optimasi registry windows untukmexp dan all win,0,langkah optimasi registry windows untukmexp all win
archicad ,0,archicad
aplikasi analisis multivariate,0,aplikasi analisis multivariate
analisis dan desain sistem informasi,0,analisis desain sistem informasi
c how to program,0,c how to program
organisasi dan arsitektur komputer,0,organisasi arsitektur komputer
pengantar sistem komputer,0,antar sistem komputer
pengolahan citra digital dan teknik pemrogramannya,0,olah citra digital teknik pemrogramannya
mengatur keamanan data dalam microsoft wordexcelpowerpointaccess,0,atur aman data microsoft wordexcelpowerpointaccess
web data mining exploring hyperlinkscontentsand usage data,0,web data mining exploring hyperlinkscontentsand usage data
membakar dvd dengan nero ,0,bakar dvd nero
teknik jitu mengoptimalkan flash disk,0,teknik jitu optimal flash disk
jaringan komputer ,0,jaring komputer
jaringan nirkabel,0,jaring nirkabel
jaringan komputer ,0,jaring komputer
cisco ccnp dan jaringan komputer,0,cisco ccnp jaring komputer
kupas tuntas teknologi wimax,0,kupas tuntas teknologi wimax
tcpip dalam dunia informatika telekomunikasi,0,tcpip dunia informatika telekomunikasi
jaringan komputer dengan tcpip membahas konsep dan teknik implementasi tcpip dalam jaringan komputer,0,jaring komputer tcpip bahas konsep teknik implementasi tcpip jaring komputer
membuat aplikasi client server dengan visual basic ,0,aplikasi client server visual basic
teori dan modul praktikum jaringan komputer,0,teori modul praktikum jaring komputer
jaringan komputer jonathan lukas,0,jaring komputer jonathan lukas
teknologi informasi sp hariningsih,0,teknologi informasi sp hariningsih
komunikasi data dan jaringan komputer,0,komunikasi data jaring komputer
teknik antarmuka komputerkonsep aplikasi,0,teknik antarmuka komputerkonsep aplikasi
jaringan komputer budhi irawan,0,jaring komputer budhi irawan
jaringan komputer andri kristanto,0,jaring komputer andri kristanto
panduan lengkap instalasi konfigurasi jaringan lanwanwirelessfiber optic,0,pandu lengkap instalasi konfigurasi jaring lanwanwirelessfiber optic
cisco ccna jaringan komputer,0,cisco ccna jaring komputer
hebatnya google maps dan pintarnya google street mengenal google maps dan google streetmenentukan arah perjalananmencari tahu lokasimelihat petaberbagi peta,0,hebat google maps pintar google street kenal google maps google streetmenentukan arah perjalananmencari lokasimelihat petaberbagi peta
teknik berbagi objek lewat jaringan pp,0,teknik bagi objek jaring pp
panduan praktis implementasi dan konfigurasi jaringan ms windows  server,0,pandu praktis implementasi konfigurasi jaring ms windows server
komunikasi data dan komputer vol ,0,komunikasi data komputer vol
membangun jaringan komputer,0,bangun jaring komputer
instalasi dan konfigurasi jaringan komputer,0,instalasi konfigurasi jaring komputer
cisco ccna dan jaringan komputer,0,cisco ccna jaring komputer
belajar mikrokontroler,0,ajar mikrokontroler
laporan akhir trainer mikrokontroler sebagai media pembelajaran untuk meningkatan kompetisi siswa di smk negeri banyuwangi,0,lapor trainer mikrokontroler media ajar tingkat kompetisi siswa smk negeri banyuwangi
laporan kemajuan trainer mikrokontroler sebagai media pembelajaran untuk meningkatan kompetisi siswa di smk negeri banyuwangi,0,lapor maju trainer mikrokontroler media ajar tingkat kompetisi siswa smk negeri banyuwangi
merakitmerawatupgrade memperbaiki pc,0,merakitmerawatupgrade baik pc
wimax teknologi broadband wireless access bwa kini dan masa depan,0,wimax teknologi broadband wireless access bwa
belajar sendiri mikrokontroler ats dengan basic compiler,0,ajar mikrokontroler ats basic compiler
mobile broadband tren teknologi wireless saat ini dan masa datang,0,mobile broadband tren teknologi wireless
mudah membangun jaringan wireless untuk pemula,0,mudah bangun jaring wireless mula
kupas tuntas membangun elearning dengan learning management system,0,kupas tuntas bangun elearning learning management system
jurus kilat membuat jaringan komputer secara otodidak untuk pemula,0,jurus kilat jaring komputer otodidak mula
buku putih cracker,0,buku putih cracker
langkah mudah administrasi jaringan menggunakan ubuntu ,0,langkah mudah administrasi jaring ubuntu
jaringan komputer berbasis mikrotik,0,jaring komputer bas mikrotik
belajar jaringan komputer berbasis mikrotik os,0,ajar jaring komputer bas mikrotik os
konfigurasi dasar mikrotik menggunakan metode guicli,0,konfigurasi dasar mikrotik metode guicli
jaringan komputer wire dan wireless beserta penerapannya,0,jaring komputer wire wireless serta terap
seri buku pintar menjadi administrator jaringan komputer,0,seri buku pintar administrator jaring komputer
seri panduan lengkap membangun sistem jaringan komputer,0,seri pandu lengkap bangun sistem jaring komputer
panduan praktis membangun lan,0,pandu praktis bangun lan
wifi wireless lan jaringan komputer tanpa kabel,0,wifi wireless lan jaring komputer kabel
jaringan wifi teori dan implementasi,0,jaring wifi teori implementasi
karya tulis ilmiahkti panduanteoriperlatihandan contoh,0,karya tulis ilmiahkti panduanteoriperlatihandan contoh
panduan karya tulis ilmiah dengan microsoft word  dan ,0,pandu karya tulis ilmiah microsoft word
pengolahan citra digital menggunakan visual basic,0,olah citra digital visual basic
hand book jaringan komputer teori dan praktik berbasiskan open source,0,hand book jaring komputer teori praktik basis open source
jaringan komputer dengan tcpip membahas konsep dan teknik implementasi tcpip dalam jaringan komputer,0,jaring komputer tcpip bahas konsep teknik implementasi tcpip jaring komputer
joomla  untuk pemula,0,joomla mula
rekayasa perangkat lunak,0,rekayasa perangkat lunak
sukses membangu aplikasi penjualan dengan java,0,sukses membangu aplikasi jual java
android pemrograman aplikasi mobile smartphone dan tablet pc berbasis android,0,android pemrograman aplikasi mobile smartphone tablet pc bas android
mengembangkan aplikasi enterprise berbasis android,0,kembang aplikasi enterprise bas android
enterprise java  jee ,0,enterprise java jee
developing java software,0,developing java software
data structures other objects using java,0,data structures other objects using java
big java compatible with java  ,0,big java compatible with java
rekayasa perangkat lunak yang dinamis dengan global extreme programming,0,rekayasa perangkat lunak dinamis global extreme programming
algoritma teknik penyelesaian permasalahan untuk komputasi,0,algoritma teknik selesai masalah komputasi
implementasi aplikasi web pd server linux membangun aplikasi billing prabayar dgn iptable sudo dan squid,0,implementasi aplikasi web pd server linux bangun aplikasi billing prabayar dgn iptable sudo squid
algoritma dan pemrograman,0,algoritma pemrograman
algoritma pemrograman dalam bahasa pascal dan c,0,algoritma pemrograman bahasa pascal c
java programming complete concepts and techniques,0,java programming complete concepts and techniques
panduan mudah aplikasi windows vista,0,pandu mudah aplikasi windows vista
java programming,0,java programming
data structures and the java collections framework,0,data structures and the java collections framework
java concepts compatible with java  ,0,java concepts compatible with java
linq for dummies,0,linq for dummies
membangun sensor tsunami dengan internet of thing dan wireless network sensor berbasis arduino,0,bangun sensor tsunami internet of thing wireless network sensor bas arduino
fundamental of python for machine learning,0,fundamental of python for machine learning
langkah mudah pemrograman android menggunakan app inventor  ultimate,0,langkah mudah pemrograman android app inventor ultimate
jurus kilat menguasai android terupdate,0,jurus kilat kuasa android terupdate
mudah dan cepat membuat program skripsi dan tugas akhir dengan java,0,mudah cepat program skripsi tugas java
arduino belajar cepat dan pemprograman,0,arduino ajar cepat pemprograman
menguasai pemrograman arduino dan robotik,0,kuasa pemrograman arduino robotik
